date,day,start_time,end_time,title,location,category,paper_titles,authors,description,link
 18 July 2023,Tuesday,16:00,17:25,IPS 405 - The Role of a National Statistical Agency in Modelling COVID-19 and Beyond,IPS Room 214,Category: IPS,The Role of a National Statistical Agency in Modelling COVID-19 and Beyond;Microsimulation modelling of chronic disease and cancer to inform prevention and policy,"
                DH
                 Deirdre Hennessy ;
                DM
                 Douglas Manuel;
                RG
                 Rochelle Garner;
                RG
                 Dr Rochelle Garner ","This session will highlight recent and ongoing work in disease modelling at Statistics Canada. Building on a strong foundation of collecting high-quality population health data, Statistics Canada has developed cancer and chronic disease projection models to aid prevention efforts and policy making. During the COVID-19 pandemic, the appetite to use disease modelling to aid in decision making grew considerably. Disease modelling and modellers were suddenly thrust into the limelight! The pandemic has highlighted that population health modelling, which considers the interplay between sociodemographic factors, risk factors and health/disease states in complex open populations, is perhaps more relevant now than at any other time in history. National Statistical Agencies can play several different roles in developing population health models, including data collection, methodology development, and fostering collaboration with policy departments and external academics. Increasingly, these multidisciplinary and multi-institute teams work within a modern “data-science” and Open Science framework to support complex modelling projects. Presenting this work at the ISI World Statistics Congress will allow Statistics Canada researchers to gain a diverse and rich perspective on their work from the international statistics community. The format of the session will include three speakers and one discussant. 1. Epidemiological modelling of COVID-19 to inform PPE demand and supply in Canada 
The global SARS-CoV2 pandemic initiated a surge in demand for personal protective equipment (PPE) in Canada. PPE continues to have a prominent role in combating the transmission of infection, especially in health and personal care settings. As such, the Government of Canada urgently needed to provide timely, accurate and relevant information on PPE procurement and deployment to provinces and territories, in the face of global supply shortages. In response, Health Canada partnered with Statistics Canada to create the Pan-Canadian Demand and Supply Model. This session will describe the collaboration between the two organizations, including how the model was used to support decision-making and how modern data-driven methods were brought to bear on this difficult question. 2. Using Statistics Canada data to measure the population burden of diabetes, cardiovascular disease, dementia, and mortality 
Statistics Canada administers a suite of national population health surveys that span more than 20 years and include 1.5 million respondents. The core health survey (Canadian Community Health Survey) covers a range of sociodemographic, behavioural, health and health care questions. Common questions are replicated in smaller surveys that include biophysical measurements or periodic special topics such as detailed food and nutrition. Disease development, transition to different care settings, and death for over 10 million person-years of follow-up are examined through linkage to an increasing range of health administrative data, disease registries, and vital statistics. During the pandemic, these health surveys included additional questions regarding Covid-19, and these can also be linked to administrative data for Covid-19 testing, vaccination and health outcomes. 
Combining large samples and longitudinal follow-up provides the foundation for observational studies that assess health risks. Cross-sectional population health surveys provide the starting population for models, and these are used to assess and recalibrate models. Predictive studies (algorithms) developed using health surveys are used in the clinical (individual) and population setting. In the population setting, risk algorithms are used for various modelling approaches, including closed cohort, stationary, and microsimulation models. 3. Microsimulation modelling of chronic disease and cancer to inform prevention and policy 
Statistics Canada has a long history of developing microsimulation models on various topics, including population health. The Population Health Model (POHEM) was developed to project the presence and impact of health-related risk factors on the burden of certain chronic conditions and mortality in the Canadian population. Additionally, OncoSim was developed in collaboration with the Canadian Partnership Against Cancer to model four cancer sites (breast, colorectal, lung, and cervical) and related screening programs in detail, and to provide high-level projections for 25 cancer sites for use by decision-makers to better understand the impact of cancer control interventions.
During the COVID-19 pandemic, POHEM and OncoSim were used to evaluate consequences of pandemic-related lockdowns/restrictions, including changes in health behaviours and paused cancer screening programs. This session will describe how these models were used to evaluate pandemic-related impacts, and how they can be used in a post-pandemic reality to evaluate longer-term health outcomes for the Canadian population. Organiser:Deirdre Hennessy  Chair:Deirdre Hennessy  Speaker:Dr Rochelle Garner  Speaker:Deirdre Hennessy  Speaker:Douglas Manuel",https://www.isi2023.org/conferences/session/372/details/
 18 July 2023,Tuesday,16:00,17:25,IPS 409 - Responsible Machine Learning In The Context Of Official Statistics.,IPS Room 212,Category: IPS,AI policy at Statistics Netherlands;Is it different for us? Responsible ML at NSOs;International Framework on the Responsible AI for Official Statistics;Responsible AI for data and statistics at the IMF,"
                BB
                 Dr Barteld Braaksma ;
                AT
                 Ms Claire Clarke ;
                AD
                 Dr Andrea Del Monaco ;
                MM
                 Mr Marco Marini ","The goal of this panel session is to discuss requirements for a governance structure around responsible design, development and deployment of Machine Learning (ML) solutions in National Statistical Offices.   With the wide-scale utilization and adoption of Artificial Intelligence (AI), core principles such as ethics, privacy, equity, procedural fairness, trust, accountability, transparency, explainability, interpretability, reproducibility, robustness, quality and legality are far more important today than ever before. As a result, contextualization or the mapping exercise from model properties to system properties will be necessary as more and more complex Machine Learning or ML-based solutions are used in National Statistical Offices (NSOs) for various purposes, ranging from collection, integration, processing and dissemination.
Moreover, issues related to Responsible ML are complex and broad and encompass not only technical issues but also societal, legal, and ethical ones. One of the key components of Responsible ML systems is explainability, but other issues such as fairness, bias detection and the ability to objectively audit AI systems are also critical for successful applications and adoption of AI in NSOs. The session will consist of 3-4 invited speakers with the aim to discuss these topics, among others, e.g. uncertainty, robustness, … as they pertain to the Official Statistics. The session will be divided in two parts, with a series of brief presentations by the speakers followed by a panel discussion between the speakers, moderated by the chair.   Organiser:Dr Saeid Molladavoudi  Chair:Dr Saeid Molladavoudi  Speaker:Dr Barteld Braaksma  Speaker:Ms Claire Clark Speaker: Andrea del Monaco Speaker: Marco Marini  ",https://www.isi2023.org/conferences/session/375/details/
 18 July 2023,Tuesday,16:00,17:25,"IPS 467 - Climate change, Human mobility, and Health: data science to uncover the complex interplay",IPS Room 206,Category: IPS,Decision making in the age of big data: Health and Human Mobility;Climate and health: beyond the ‘comfort zone’ of official statistics;Long term scenarios of work-related travel in the UK: findings from a recursive spatial equilibrium model,"
                CJ
                 Dr Chaitanya Joshi ; Mr Myer Glickman ;
                YJ
                 Prof. Ying Jin ","This session explores the use of non-traditional data sources and advanced data science inspired methods to maximise positive outcomes on the environment, public health and the economy. The increasing amount of data collected on the environment, human mobility, health and how we conduct our daily lives as a society has the potential to dramatically inspire and transform policy design and implementation, particularly in the field of air quality monitoring and its impact on health on the general population. With relatively easy access to utilising near real-time data, including satellite imagery, low-cost air quality monitoring sensors, traffic cameras, human mobility data, we have a tremendous opportunity to predict quantified impacts of proposed policy interventions and thus determine interventions with the greatest outcomes on public health, the environment and the economy. This session will bring together some of the leading experts across the public sector and academic organisations in the UK to share the latest developments and case studies covering a range of policy critical issues on this topic. The session will be of interest to a broad range of audience, including statisticians, data scientists, policy makers and academics.   Air pollution is a destructive global crisis and it remains one of the biggest and most immediate environmental threats to human health, causing significant premature deaths and adverse health outcomes, including cardiovascular and respiratory disease, cancer, neurological effects, and birth outcomes. Human mobility is expected to play a key role in influencing the air quality which in turn is expected to have an impact on the health of the general population. In this session, we aim to bring together case studies from the UK public sector organisations and beyond who have taken innovative approaches to explore and better understand the climate change—human mobility—health nexus. The session will be a series of talks involving non-traditional big data sources and advanced machine learning modelling techniques to understand the complex interplay between climate change, health and mobility and showcase tools to aid policy makers through evidence-based decision making. The session will be of interest to a broad range of audience as the case studies will tackle some of the major technical and methodological hurdles requiring a consolidation of the advanced statistical and machine learning techniques. Causal inferences can be a real challenge in a data landscape with highly interrelated influences such as mobility, health and air pollution. The session will present ways to tackle this challenge with real world examples.  Uncovering the complex interplay amongst the three chosen influences will be the common theme of the session and since these influences have both spatial and temporal dimensions, the sessions will present methods and analysis developed to unify the spatial-temporal dimensions of the chosen influences. The session will also include recent research on the Health outcomes on the general population after controlling for a range of socio-economic, demographic indicators, mobility patterns and land use patterns to develop a comprehensive understanding of the societal and health impacts of air pollution. Session will also contribute towards developing our understanding into human mobility and urban planning using state of the art machine learning methods.  This session will be of interest to the policy makers to make informed decisions as the society makes a transition into the post COVID world. The techniques and analysis presented in this session have a potential to be useful to other National Statistical Institutes and academic community and we believe the session can be a useful addition to the scientific programme of the conference particularly in relation to the well-being and welfare of the people.   Organiser:Chaitanya Joshi  Chair:Myer Glickman Speaker:Myer Glickman  Speaker:Chaitanya Joshi  Speaker:Ying Jin ",https://www.isi2023.org/conferences/session/371/details/
 18 July 2023,Tuesday,16:00,17:25,IPS 490 - Looking to the Future: Important Themes in Statistics Education,IPS Room 209,Category: IPS,Looking to the Future: Important Themes in Statistics Education;Reflections on the Changes Called for in GAISE II and Implications for a Revision of the College Report;Emerging Trends in Statistics Education and Statistics Education Research,"
                GB
                 Ms Gail Burrill ;
                PA
                 Pip Arnold; Prof. Christine Annette Franklin ;
                GB
                 Ms Gail Burrill ","Several recent documents have focused on looking at emerging trends and identifying challenges in the teaching and learning of statistics at all levels. The session will engage participants in considering two of these documents: the American Statistical Association’s Pre-K–12 Guidelines for Assessment and Instruction in Statistics Education II: A Framework for Statistics and Data Science Education report (GAISE II) and the paper Reviews on Important Themes in Statistics Education to be published by Springer as a part of a larger series on mathematics education. GAISE I provided a framework of recommendations for developing students’ foundational skills in statistical reasoning in three levels across the school years, described as levels A, B, and C. GAISE II, updated using current statistics education research, builds on the ideas in GAISE I (2007) but incorporates the new skills needed for making sense of data today’s world. GAISE II connects to the ideas laid out in the GAISE College Report (2016), which makes recommendations on what to teach in introductory courses and on how to teach those courses. The report includes an updated list of learning objectives along with suggested topics that might be omitted or de-emphasized in an introductory course. The review paper identifies six themes that seem to capture the recent trends and directions in statistics education research: the emerging role of data science and its connection to statistics education and computational thinking; the changing demands in what it means to be statistically literate; the curriculum gap between what is or has been taught in statistics education, what is needed in practice, and what has been learned from research; new ways to characterize students' reasoning and conceptions; the role and nature of statistical inference; statistical modeling and the role of technology. The paper highlights publications that elaborate on these themes or aspects of these themes. The discussion is of importance to not only those who teach statistics but also to those who prepare those who will teach statistics. The demands of this data driven world make it an imperative that our education systems pivot to meeting the needs of those who live and work in such a world. Organiser: Ms Gail Burrill Chair: Dr Pip Arnold Speaker: Ms Gail Burrill Speaker: Christine Franklin  ",https://www.isi2023.org/conferences/session/323/details/
 18 July 2023,Tuesday,16:00,17:25,IPS 493 - Recent Advances in Statistical Methods for Biomedical Data Analysis,IPS Room 211,Category: IPS,Integrative inference for biological networks;Nonparametric and semiparametric estimation with sequentially truncated survival data;Statistical methods for decoding 3D chromatin organization,"
                YZ
                 Yuping Zhang ;
                JQ
                 Dr Jing Qian ;
                ZO
                 Zhengqing Ouyang ","Developing statistical methods for the analysis of biomedical data plays an important roles in the understanding of human health and disease. Recent biomedical researches have produced high-throughput and population data with complex structures or sampling schemes. In this session, we will introduce several new statistical methods for biomedical data analysis.   The proposed session includes a chair and three presenters who are experts in the areas of statistics, biostatistics, and omics. All of the session participants are tenured professor/associate professors in the department of statistics or biostatistics. All the presenters are thinkers and have proposed many ideas to advance their specific fields. They have extensive research experiences and published numerous peer-reviewed papers in statistics and interdisciplinary areas. The organizer and presenters were originally coming from around the world. The proposed contents are fast-growing fields between statistics and biomedical research. The session has a diverse body of participants, with different stages of careers, balanced gender ratio (2 out of 3 presenters are females), and various statistical interests (ranging from survival analysis to network analysis to statistical genomics).   Organiser:Zhengqing Ouyang  Chair:Zhengqing Ouyang  Speaker:Zhengqing Ouyang Speaker:Jing Qian  Speaker:Yuping Zhang ",https://www.isi2023.org/conferences/session/373/details/
 18 July 2023,Tuesday,16:20,17:20,CPS Posters-05,Poster Canada Hall 3,Category: Poster,"Demographic Differentials and Changes on Gender Inequality in Egypt;Social inequalities and educational achievement of Moroccan students:Econometric evidence using a multilevel modelling approach;Parental involvement and Moroccan student's school performance: A Structural Equation Modeling study;Detecting Themes in Mobile Application Reviews By Using LDA, GSDMM, and ETM","
                AA
                 Dr Aliaa Amer ;
                NB
                 Miss Nada BIJOU ;
                NB
                 Miss Nada BIJOU ;
                FD
                 Prof. Francisco De  Los Reyes ;
                RT
                 Renee Kristine Tan","16:00 - 16:20 - CPS 382 - Demographic Differentials and Changes on Gender Inequality in Egypt                          Aliaa Amer    16:20 - 16:40 - CPS 610 - Parental involvement and Moroccan student's school performance: A Structural Equation Modeling study                           Nada BIJOU   16:40 - 17:00 - CPS 581 - Social inequalities and educational achievement of Moroccan students:Econometric evidence using a multilevel modelling approach                          Nada BIJOU
  17:00 - 17:20 - CPS 910 - Detecting Themes in Mobile Application Reviews By Using LDA, GSDMM, and ETM                          Prof. Francisco De Los Reyes",https://www.isi2023.org/conferences/session/604/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 59 - Statistical methodology VI,CPS Room 105,Category: CPS,A Novel Dispersion Control Chart for Monitoring the Variable Dimension Processes;Bulk Johnson-Lindenstrauss Lemmas;Distributional Method for Risk Averse Reinforcement Learning,"
                SY
                 PROF. DR. Su-Fen Yang ;
                MC
                 Dr Michael Casey ;
                ZC
                 Dr Ziteng Cheng ","PROF. DR. Su-Fen Yang
Dr Michael Casey
Dr Ziteng Cheng",https://www.isi2023.org/conferences/session/556/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 61 - High-dimensional statistics,CPS Room 101,Category: CPS,Penalized Mixture Cure Models for Modeling a Time-to-Event Outcome with Long-term Survivors in a High-Dimensional Covariate Space;High-dimensional Partially Linear Additive Models on Lie groups;A Shrinkage Likelihood Ratio Test for High-dimensional Subgroup Analysis with a Logistic-Normal Mixture Model,"
                KA
                 Dr Kellie J. Archer ;
                CC
                 Mr Changwon Choi ;
                ZL
                 Dr Zhenhua Lin;
                ST
                 Mr Shota Takeishi ","Mr Shota Takeishi
Dr Kellie J. Archer
Mr Changwon Choi",https://www.isi2023.org/conferences/session/554/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 63 - Survey statistics VI and CPS 88 - Big Data II,CPS Room 203,Category: CPS,Targeted timing of mail invitation: impact on web surveys response rate and response speed;Leveraging on Job Vacancies Advertised Online to Analyse Malaysian Labour Market Using Big Data Analytics,"
                AB
                 PROF. DR. Annamaria Bianchi ;
                RS
                 Ms RABIATULADAWIAH SHABLI ;
                RS
                 RABIATULADAWIAH SHABLI",PROF. DR. Annamaria Bianchi RABI'ATUL'ADAWIAH SHABLI,https://www.isi2023.org/conferences/session/552/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 66 - Statistical modelling III,CPS Room 106,Category: CPS,"MODELING THE PROGRESSION OF NEONATAL HYPOTHERMIA DISEASE PROGRESSION USING DATA ON NEW BORN AT DILLA UNIVERSITY REFERRAL HOSPITAL APPLICATION OF  MULT;Simple, flexible modeling for integer value responses with an application to alcohol consumption analysis;Gradient boosting models applied in landslide susceptibility mapping;A comparative study of simulating stock prices using geometric Brownian motion model under normal and convoluted distributional assumptions","
                SM
                 Selamawit Moja ;
                SM
                 Selamawit Moja;
                CN
                 Mr Claude Nadeau ; Dr Han Gao ; Dr Daniel Maposa ","Selamawit Moja
Mr Claude Nadeau
Dr Han Gao
Dr Daniel Maposa",https://www.isi2023.org/conferences/session/549/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 67 - Sustainable development goals II,CPS Room 204,Category: CPS,Multi-dimensional reduction techniques applied to measuring global interlinkages between SDGs;Improving The Monitoring Of SDG Indicators Related To The Environment And Agriculture Themes For Sub-Saharan African States.,"
                JC
                 Mr Jean-Pierre Cling ;
                EM
                 Miss Edvira MALLIEDJE FOKAM ;
                EM
                 Edvira MALLIEDJE FOKAM","Mr Jean-Pierre Cling
Miss Edvira Malliedje Fokam",https://www.isi2023.org/conferences/session/548/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 68 - Official statistics I,CPS Room 103,Category: CPS,"Competing Effects of Scale, Scope and Complexity in the Production, Dissemination and Use of Official Statistics;Assessing the between-country genetic correlation in maize yield using German and Polish official variety trials","
                JE
                 Dr John Lamont Eltinge ;
                WM
                 Waqas Ahmed Malik ;
                WM
                 Waqas Ahmed Malik","Dr John Lamont Eltinge
Waqas Ahmed Malik",https://www.isi2023.org/conferences/session/547/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 69 - Machine learning,CPS Room 102,Category: CPS,"Machine Learning Methods for Assessing the Consistency and Integration of Statistical and Administrative Data;Probabilistic Vector Machines;Polymer design by interplay of machine learning, computer simulation and expert knowledge;Identifying and mitigating misclassification: A case study of the Machine Learning lifecycle in price indices with web-scraped clothing data"," PROF. DR. Elena Zarova ;
                AD
                 Prof. Antonio Pedro Duarte Silva ;
                SW
                 Dr Stephen Wu ;
                SW
                 Stephen Wu;
                SG
                 Mr Serge Goussev ;
                WS
                 William Spackman","PROF. DR. Elena Zarova
Prof. Antonio Pedro Duarte Silva
Dr Stephen Wu
Mr Serge Goussev",https://www.isi2023.org/conferences/session/546/details/
 18 July 2023,Tuesday,17:30,18:30,CPS 70 - Statistics and internet,CPS Room 201,Category: CPS,Quality Aspects of Web Data based on the Experiences of the ESSnet Trusted Smart Statistics – Web Intelligence Network;How much is your video call worth? Measuring the value of free digital services.,"
                MS
                 Magdalena Six ;
                AK
                 Dr Alexander Kowarik;
                JP
                 Mr John Lourenze Poquiz ","Dr Magdalena Six
Mr John Lourenze Poquiz",https://www.isi2023.org/conferences/session/545/details/
 19 July 2023,Wednesday,08:30,09:40,Bernoulli Society Presidents Invited Session - Formation of the Modern Probability Theory,SIPS Room 207,Category: SIPS,Dispute and agreement between two pioneers of modern probability and mathematical statistics: Andrey Kolmogorov and Richard von Mises in 1932,"
                RS
                 PROF. DR. Reinhard Siegmund-Schultze ","In recent years we have been celebrating centennial of major breakthroughs  in the Modern Probability Theory. The session will consist of a talk entitled ""Dispute and agreement between two pionieers of modern probability and mathematical statistics: Andrey Kolmogorov and Richard von Mises in 1932"" given by Reinhard Siegmund-Schultze (University of Agder, Kristiansand, Norway). Organiser: PROF. DR. Adam Jakubowski Chair: PROF. DR. Adam Jakubowski Speaker: PROF. DR. Reinhard Siegmund-Schultze",https://www.isi2023.org/conferences/session/582/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 71 - Aspects of official statistics IV,CPS Room 101,Category: CPS,Building a record linkage engine for socio-demographic data;Anonymization for integrated and georeferenced Data (AnigeD);Measuring construction activities with text data;Using Natural Language Processing to Classify Administrative Data of Purchased Products;A proposed Strategy for a Reliable Evidence of a society in Transition.,"
                LM
                 Mr Lucas Malherbe ;
                LM
                 Lucas Malherbe;
                JM
                 Mr Jannek Mühlhan ;
                MZ
                 Markus Zwick;
                PV
                 Dr PIETER VLAG ; Mr Gergely Attila Kiss ;
                DG
                 Dr Dalia Galaleldin Elabady ","Mr Lucas Malherbe
Mr Jannek Mühlhan
Dr Pieter Vlag
Mr Gergely Attila Kiss
Dr Dalia Galaleldin Elabady",https://www.isi2023.org/conferences/session/521/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 72 - Statistics and health III,CPS Room 107,Category: CPS,Fuzzy matching on big-data: an illustration with scanner and crowd-sourced nutritional datasets;Multiple Imputation for Aggregate Data in an Individual Patient Data Meta-Analysis;Statistical Analysis on Breast Density: A factor for Breast Cancer.,"
                LG
                 Mr Lino Galiana ;
                ML
                 Dr Michael Larsen ;
                IO
                 Dr Iyabode Oyenuga ; Dr Nureni Olawale Adeboye","Mr Lino Galiana
Dr Michael Larsen
Dr Iyabode Oyenuga
   ",https://www.isi2023.org/conferences/session/520/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 73 - Finance and business statistics V,CPS Room 103,Category: CPS,Leveraging Textual Data in Nowcasting Malaysia’s Gross Domestic Product;Does the Presence of Downstream and Upstream Foreign Direct Investments Affect the Labor Productivity of Domestic Industries?;Evolution of the Transportation Sector in Malaysia;How financially protected are Filipino senior citizens?: Key insights and takeaways from econometric exercises,"
                RS
                 Ms RABIATULADAWIAH SHABLI ;
                VS
                 Veronica S Jamilat;
                RH
                 Ms Rose Ann Hernandez ;
                KK
                 Ms K Megala Kumarran ;
                FC
                 Ms Faith Christian Cacnio ","Rabi’atul’ adawiah Shabli
Ms Rose Ann Hernandez
Ms K Megala Kumarran
Dr. Faith Christian Cacnio ",https://www.isi2023.org/conferences/session/519/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 74 - Employment statistics,CPS Room 102,Category: CPS,"Exploring Career Stagnation in Employment Equity Groups Amongst Canadian Public Servants;""The double burden of Moroccan women in rural area: domestic work and precarious family agricultural employment ""","
                CA
                 Catalina Albury ;
                YA
                 Mrs YATTOU AIT KHELLOU ;
                BN
                 BAHIJA NALI","Catalina Albury
Mrs Yattou Ait Khellou
 ",https://www.isi2023.org/conferences/session/518/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 75 - Statistical modelling IV,CPS Room 106,Category: CPS,Big-data Feature Analysis in a Cyclostationary Model Framework;Modeling longitudinal skewed functional data;A useful parametric specification to model epidemiological data: revival of the Richards’ curve,"
                FM
                 Dr Francois Marshall ;
                MA
                 Mohammad Samsul Alam ; Mr Marco Mingione ","Dr Francois Marshall
Mohammad Samsul Alam
Dr Marco Mingione
 ",https://www.isi2023.org/conferences/session/517/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 76 - Statistical estimation V,CPS Room 105,Category: CPS,Separable expansions for covariance estimation via the partial inner product;Estimation of Treatment Effects for Multiple Outcomes by using Pliable Lasso,"
                TM
                 Mr Tomas Masak ;
                SY
                 Dr Shintaro Yuki ;
                KT
                 Kensuke Tanioka","Mr Tomas Masak
Dr Shintaro Yuki
 ",https://www.isi2023.org/conferences/session/516/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 77 - Statistics and mortality,CPS Room 108,Category: CPS,Do We Have Signals? Revealing Substantial Cohort Change in Mortality Modelling;Competing Risks Joint Models for Spatio-Temporal Correlated Health Outcomes: Application to Estimate Infectious-Disease-Driven Mortality in Africa,"
                SR
                 Mr Suryo Adi Rakhmawan ;
                AM
                 Dr Amina Suleiman Msengwa ;
                AM
                 Amina Suleiman Msengwa","Mr Suryo Adi Rakhmawan
Dr Amina Suleiman Msengwa
 ",https://www.isi2023.org/conferences/session/515/details/
 19 July 2023,Wednesday,08:30,09:40,CPS 78 - Survey statistics IV,CPS Room 201,Category: CPS,Video-Assisted Live Interviewing in Comparison to Other Survey Methods in Australia;Victimisation statistics: new results from the New Zealand Crime and Victims Survey;Redesigning of the Quarterly Municipal Fisheries Survey in the Philippines,"
                AH
                 Dr Anders Holmberg ;
                EF
                 Emma Farrell; Dr Michael Slyuzberg ; Ms Quindale Caraos ;
                EB
                 Prof. Erniel Barrios;
                NB
                 Mr Nikkin Beronilla","Dr Anders Holmberg
Dr Michael Slyuzberg
Ms Quindale Caraos",https://www.isi2023.org/conferences/session/505/details/
 19 July 2023,Wednesday,08:30,09:40,IAOS Presidents Invited Session - Fundamental Principles: Are they still relevant today in the current data ecosystem?,SIPS Room 211,Category: SIPS,,,"This is a panel discussion about the history and relevance of Fundamental Principles of Official Statistics, approaching the 30th anniversary of adoption. The panelist will give their view on how important is to have the principles, how are the FPSO used in their organizations, do they think any changes/modifications are needed to make them more relevant. IAOS has created the Krakow Working group which will deal with the issues of trust in statistics, use and misuse of statistics and violations of FPOS. Organiser: Dr Misha Belkindas Chair: Dr Misha Belkindas Speaker: Dr Haishan Fu Speaker: PROF. DR. Mariana Kotzeva Speaker: Dr Hermann Habermann Speaker: Ms Ilana Ron Levey Speaker: Mulenga JJ Musepa",https://www.isi2023.org/conferences/session/585/details/
 19 July 2023,Wednesday,08:30,09:40,IASS - 2023 Waksberg Award Invited Address,SIPS Room 210,Category: SIPS,The Missing Information Principle - A Paradigm for Analysis of Messy Sample Survey Data,"
                RC
                 Prof. Raymond L. Chambers ","The journal Survey Methodology has established in 2001 an annual invited paper series in honor of the late Joseph Waksberg to recognize his outstanding contributions to survey statistics and methodology. Each year a prominent survey statistician is chosen by a four-person selection committee appointed by Survey Methodology and the American Statistical Association. The selected statistician is invited to write a paper for Survey Methodology that reviews the development and current state of an important topic in the field of survey statistics and methodology. The recipient of the Waksberg Award is also invited to give the Waksberg Invited Address. The 2023 winner of the Waksberg Award is Prof. Ray Chambers from the University of Wollongong. He will give his Waksberg Invited Address at the 2023 World Statistics Congress in Ottawa. Sample surveys, as a tool for administration and research, have been employed for over a century. In that time, they have primarily served as tools for collecting data for enumerative purposes, i.e., for describing the observable characteristics of a well-defined finite population. Estimation of these characteristics have been typically based on weighting and repeated sampling, or design-based, inference. Organiser:Mr Jean-Francois Beaumont Chair:Mr Jean-Francois Beaumont Speaker:Prof. Raymond L. Chambers",https://www.isi2023.org/conferences/session/584/details/
 19 July 2023,Wednesday,08:30,09:40,ISBIS Applied Stochastic Models in Business and Industry Journal Session,SIPS Room 206,Category: SIPS,AusEnHealth: an Australian environmental health decision support platform,"
                KM
                 Prof. Kerrie Mengersen ;
                AP
                 Aiden Price","The session is organised by ASMBI (Applied Stochastic Models in Business and Industry), the official journal of ISBIS (International Society for Business and Industrial Statistics). ASMBI sessions are devoted to relevant topics about the use of stochastic models in business and industrial statistics. A talk is usually given by a recognised leader in the field and then two discussants are invited to comment on it. The final result is a paper to be published, along with its discussions, in the jurnal.   The impacts of the environment on human health are significant and can include air, water, and noise pollution, exposure to toxic chemicals, food contamination, and climate change. Despite a growing understanding of environmental health impacts in international research literature, significant obstacles exist in comprehending key characteristics of these impacts. These obstacles include data volumes, data access rights, the time required to compile and compare data over regions and time, and the derivation of credible insights from the complex derived information. Business and industry, including local government representatives, must overcome these obstacles to understand the impact of the natural and built environment on human health and make important decisions regarding health policy, resource allocation, and intervention strategies. In this presentation, we introduce the AusEnHealth platform which aims to address the barriers in environmental health data by providing an open data repository as well as methodology for producing environmental health indicators and health outcome weighted population vulnerability indices at the statistical area level 2 (SA2) geographical resolution across Australia. AusEnHealth’s extensive interdisciplinary data set repository and analysis techniques allow policy makers, health managers, and researchers to identify key population characteristics, environmental exposures, and track overall vulnerability changes in their area over time. This enables more effective strategies for the prevention or mitigation of economic and health burdens associated with the natural and built environment. The presentation will also address the critical challenge of accessing required data for products such as AusEnHealth, This is a particular issue for commercially private or personally sensitive data sources in industry and health. We discuss our efforts to develop federated analysis approaches which allow data to remain with the data custodians and the analysis to be performed in the cloud. This requires novel modifications to the models and algorithms underpinning the analyses. The work discussed in this presentation is led by Dr Aiden Price and Conor Hassan, members of the Centre for Data Science at QUT, Australia. Organiser: Dr Fabrizio Ruggeri Chair: Dr Fabrizio Ruggeri Speaker: Prof. Kerrie Mengersen Speaker: Dr Aiden Price  Discussant: Tim Macuga Discussant: Prof. Denise A. Lievesley Discussant: Prof. Katherine B. Ensor",https://www.isi2023.org/conferences/session/581/details/
 19 July 2023,Wednesday,08:30,09:40,ISI 2023 Mahalanobis International Award,SIPS Room 213,Category: SIPS,Large Dimensional Random Matrices,"
                AB
                 Arup Bose ","The Government of India sponsors the Mahalanobis International Award, which, managed by the International Statistical Institute, is presented every other year at the International Statistical Institute World Statistics Congress. The Mahalanobis Award recognises an individual for lifetime achievements in statistics in a developing country or region. This year's winner is Professor Arup Bose. The Mahalanobis International Award is sponsored by the Ministry of Statistics and Programme Implementation of the Government of India. It is expected that the award will have the potential to attract, inspire and motivate statisticians across the developing world to increase the quantity and improve the quality of their contributions to the cause of promotion and development of statistics and its applications. The 2023 ISI Selection Committee, was chaired by Professor Kerrie Mengersen, and it had to choose from among a significant number of nominees, including many worthy of obtaining the award. The Committee selected Professor Arup Bose, recognising the outstanding nature of his research, his original contributions to both theory and methods which have found applications in diverse fields, his national and international recognition through other awards, his impressive professional service to journals and societies, his supervision of many successful students, and his leadership and inspiration in his home country of India. Organiser:Mrs Olivia van Dijck-Timbol Chair:Prof. Kerrie Mengersen Speaker:Arup Bose   Presenter - Professor Kerrie Mengersen Winner - Professor Arup Bose",https://www.isi2023.org/conferences/session/587/details/
